Time V mNa hNa jNa Nai Ki Cai CaNSR xKs LTRPNCa HTRPNCa C0Kv43 C1Kv43 C2Kv43 C3Kv43 OKv43 CI0Kv43 CI1Kv43 CI2Kv43 CI3Kv43 OIKv43 C0Kv14 C1Kv14 C2Kv14 C3Kv14 OKv14 CI0Kv14 CI1Kv14 CI2Kv14 CI3Kv14 OIKv14 CaToT C1Herg C2Herg C3Herg OHerg IHerg
0.698 -92.693687 0.00042325929 0.99731344 0.99792957 10.213775 132.13343 0.00020124847 0.90153245 0.00058574669 0.17252438 0.9883765 0.9561385 0.022980112 0.00020711667 8.2965681e-07 1.2462699e-09 0.015195707 0.0046845174 0.00073158129 6.0147331e-05 -0.00068305096 0.56757274 0.070640791 0.0032971216 6.8421217e-05 5.3998335e-07 0.32813347 0.018221284 0.0073273989 0.0028745843 0.0017348511 7.4548459 0.99955318 0.00037283927 6.5576691e-05 7.3370545e-06 1.0659972e-06 
0.699 -92.690541 0.00042348223 0.99731355 0.99792997 10.213793 132.13343 0.00020093719 0.90169063 0.00058025139 0.17228318 0.9883579 0.95613455 0.022984496 0.00020719648 8.301342e-07 1.2472261e-09 0.015194785 0.0046849335 0.0007315822 6.0139368e-05 -0.00068305084 0.56839004 0.070762522 0.0033037371 6.8577757e-05 5.4132914e-07 0.32726103 0.018175672 0.0073121386 0.0028674124 0.0017295426 7.4545884 0.9995531 0.00037291968 6.557406e-05 7.3358927e-06 1.0659095e-06 
0.7 -92.689414 0.00042356437 0.99731286 0.99793023 10.21381 132.13344 0.00020059975 0.90184815 0.0005748325 0.17204293 0.9883393 0.95613258 0.022986876 0.00020723982 8.3039486e-07 1.2477486e-09 0.015193911 0.0046852037 0.00073171493 6.0152997e-05 -0.00068305038 0.56921667 0.070872978 0.0033092458 6.86993e-05 5.4231294e-07 0.3263912 0.018131626 0.0072940571 0.0028608459 0.0017253427 7.4543315 0.99955307 0.00037295491 6.5578833e-05 7.3349047e-06 1.0658528e-06 
0.701 -92.687578 0.00042369788 0.99731195 0.9979304 10.213827 132.13344 0.00020024266 0.90200585 0.00056948681 0.17180264 0.9883207 0.95612988 0.022989932 0.00020729549 8.3073013e-07 1.2484212e-09 0.015192993 0.0046855492 0.00073185939 6.0171273e-05 -0.00068304972 0.57003653 0.070987101 0.0033151364 6.8833152e-05 5.4342816e-07 0.3255255 0.018084273 0.0072773689 0.0028545078 0.0017214125 7.4540753 0.99955301 0.00037300573 6.5585543e-05 7.3340902e-06 1.0658242e-06 
0.702 -92.688709 0.00042361705 0.99731163 0.99793055 10.213845 132.13344 0.00019988496 0.90216388 0.00056421279 0.171562 0.98830208 0.95613159 0.022988631 0.0002072717 8.3058796e-07 1.2481363e-09 0.015192823 0.0046853157 0.00073187519 6.017874e-05 -0.00068304964 0.57087256 0.071084141 0.0033193376 6.8913416e-05 5.4397871e-07 0.32466787 0.018037123 0.0072565997 0.0028471136 0.0017170044 7.4538196 0.99955303 0.00037298003 6.5588701e-05 7.3334786e-06 1.0657138e-06 
0.703 -92.689046 0.0004235947 0.99731169 0.9979307 10.213862 132.13344 0.00019956527 0.90232169 0.00055900683 0.17132141 0.98828345 0.95613232 0.022988282 0.00020726523 8.3054879e-07 1.2480575e-09 0.015192641 0.0046851675 0.00073183289 6.0175826e-05 -0.00068304974 0.5717016 0.071185512 0.0033239839 6.9007961e-05 5.4467781e-07 0.32381481 0.017986817 0.0072373565 0.0028394839 0.0017120926 7.4535643 0.99955304 0.00037297403 6.5588454e-05 7.3328987e-06 1.0656092e-06 
0.704 -92.691792 0.00042339944 0.99731237 0.99793091 10.213879 132.13344 0.00019925109 0.90247839 0.00055387375 0.17108236 0.98826484 0.95613716 0.022983895 0.00020718513 8.3006723e-07 1.2470916e-09 0.015193101 0.0046844926 0.00073168502 6.0162016e-05 -0.00068305037 0.57254324 0.071272481 0.0033272122 6.9057593e-05 5.4490358e-07 0.32296877 0.017937696 0.0072146881 0.0028308617 0.0017066543 7.4533097 0.99955312 0.00037289831 6.5584019e-05 7.3323786e-06 1.065421e-06 
0.705 -92.694204 0.00042322677 0.99731346 0.9979312 10.213896 132.13345 0.00019890526 0.90263504 0.00054881208 0.17084373 0.98824623 0.95614148 0.022980049 0.00020711486 8.2964369e-07 1.2462416e-09 0.015193575 0.0046838504 0.00073147723 6.0137996e-05 -0.00068305123 0.57338003 0.071360938 0.0033306078 6.9112737e-05 5.4518601e-07 0.32212958 0.017884762 0.0071929895 0.0028219523 0.0017006934 7.4530559 0.99955319 0.00037283262 6.5575789e-05 7.3317749e-06 1.0652153e-06 
0.706 -92.698777 0.00042289292 0.99731535 0.99793162 10.213913 132.13345 0.00019855989 0.90279186 0.0005438173 0.17060505 0.98822762 0.95614994 0.022972173 0.00020697113 8.2877886e-07 1.2445073e-09 0.015194722 0.0046826486 0.00073113102 6.009923e-05 -0.0006830527 0.57422906 0.071435937 0.003332677 6.9125879e-05 5.4502504e-07 0.32129659 0.017833324 0.0071680818 0.0028118685 0.0016940004 7.4528025 0.99955334 0.00037270006 6.556175e-05 7.3310984e-06 1.0648945e-06 
0.707 -92.699391 0.00042285061 0.9973169 0.99793209 10.21393 132.13345 0.00019822869 0.9029486 0.00053888926 0.17036653 0.988209 0.956152 0.022970625 0.00020694275 8.2860546e-07 1.2441584e-09 0.015194942 0.0046822378 0.00073087889 6.0063271e-05 -0.00068305367 0.57504985 0.071534114 0.0033370733 6.9213131e-05 5.4564364e-07 0.32045804 0.01778338 0.0071487196 0.0028028672 0.0016874056 7.4525498 0.99955338 0.00037268 6.5548596e-05 7.330158e-06 1.0646699e-06 
0.708 -92.701264 0.00042271865 0.99731798 0.99793257 10.213947 132.13345 0.00019791655 0.90310476 0.00053402797 0.17012878 0.98819038 0.95615535 0.022967805 0.00020689123 8.2829434e-07 1.2435339e-09 0.015195146 0.0046817379 0.00073071414 6.0039813e-05 -0.00068305446 0.5758761 0.071624797 0.0033407388 6.9277332e-05 5.460238e-07 0.3196204 0.017736249 0.007127423 0.0027942404 0.0016814361 7.4522976 0.99955344 0.00037262996 6.5539499e-05 7.3291586e-06 1.0644468e-06 
0.709 -92.704346 0.0004224947 0.99731938 0.9979331 10.213964 132.13345 0.00019760794 0.90326021 0.00052923159 0.1698922 0.98817176 0.95616107 0.022962686 0.0002067978 8.2773202e-07 1.2424064e-09 0.015195744 0.0046809077 0.00073047304 6.0011501e-05 -0.0006830555 0.57670829 0.07170768 0.0033436427 6.93175e-05 5.4615168e-07 0.31879336 0.017682935 0.0071051213 0.0027850505 0.0016752558 7.4520459 0.99955354 0.00037254243 6.5528519e-05 7.3281319e-06 1.0641522e-06 
0.71 -92.704041 0.00042251718 0.99732025 0.99793362 10.21398 132.13346 0.00019727609 0.90341539 0.00052450055 0.16965632 0.98815315 0.95616146 0.022962807 0.00020679984 8.2774214e-07 1.2424256e-09 0.015195545 0.0046807479 0.0007303382 5.9990479e-05 -0.000683056 0.57751598 0.071810193 0.0033485195 6.9420492e-05 5.4694142e-07 0.31795434 0.017639229 0.0070865697 0.0027769584 0.0016694485 7.4517949 0.99955354 0.00037254877 6.5520451e-05 7.326964e-06 1.0639541e-06 
0.711 -92.70401 0.00042251179 0.99732084 0.99793411 10.213997 132.13346 0.00019693492 0.90357068 0.00051983552 0.16942068 0.98813454 0.95616289 0.022961901 0.00020678322 8.2764135e-07 1.2422233e-09 0.01519541 0.004680484 0.00073024509 5.9977298e-05 -0.00068305635 0.57832379 0.071909739 0.003353119 6.9514856e-05 5.4764346e-07 0.31712268 0.017590696 0.0070680321 0.0027690218 0.001664059 7.4515445 0.99955356 0.00037253779 6.5515052e-05 7.3258203e-06 1.0637523e-06 
0.712 -92.704845 0.00042245997 0.99732095 0.99793453 10.214014 132.13346 0.00019660361 0.90372609 0.00051523103 0.16918503 0.98811592 0.95616365 0.022961625 0.00020677808 8.2760983e-07 1.2421594e-09 0.015195061 0.0046803653 0.00073023384 5.9974417e-05 -0.00068305649 0.57913304 0.072006007 0.0033574044 6.959938e-05 5.4824506e-07 0.31628967 0.017545617 0.0070484235 0.0027616901 0.0016592111 7.4512946 0.99955357 0.00037252647 6.5513753e-05 7.3247226e-06 1.0635957e-06 
0.713 -92.707408 0.00042227518 0.99732185 0.997935 10.21403 132.13346 0.00019628125 0.90388144 0.00051068954 0.16894982 0.98809729 0.95616864 0.022957208 0.00020669749 8.2712563e-07 1.2411893e-09 0.015195504 0.0046796329 0.00073005187 5.9956794e-05 -0.0006830572 0.57995209 0.072090713 0.003360555 6.9648032e-05 5.484683e-07 0.31547016 0.01749365 0.0070270535 0.0027530967 0.001653691 7.4510453 0.99955365 0.00037245335 6.5507092e-05 7.3237156e-06 1.0633226e-06 
0.714 -92.707948 0.00042223489 0.99732278 0.99793549 10.214047 132.13347 0.00019596315 0.90403653 0.00050620821 0.16871521 0.98807867 0.9561709 0.02295548 0.00020666586 8.2693429e-07 1.2408055e-09 0.015195599 0.0046792278 0.00072988064 5.9935199e-05 -0.00068305781 0.58075629 0.07218662 0.0033648361 6.9732716e-05 5.4906962e-07 0.3146435 0.01744925 0.0070076217 0.0027448066 0.0016479979 7.4507965 0.99955369 0.0003724299 6.5499321e-05 7.322624e-06 1.0630893e-06 
0.715 -92.711628 0.00042197447 0.9973238 0.997936 10.214063 132.13347 0.00019565192 0.90419116 0.00050178775 0.1684814 0.98806004 0.95617637 0.022950615 0.00020657712 8.2640069e-07 1.2397359e-09 0.015196044 0.0046784789 0.00072969998 5.9914116e-05 -0.00068305871 0.58157712 0.072264901 0.0033673781 6.9762365e-05 5.4909466e-07 0.31383167 0.017396047 0.006985207 0.002736216 0.0016423558 7.4505483 0.99955379 0.00037233855 6.5491685e-05 7.3215492e-06 1.0628149e-06 
0.716 -92.712746 0.00042188931 0.99732512 0.99793657 10.214079 132.13347 0.00019532878 0.90434541 0.00049742764 0.16824827 0.98804142 0.95617975 0.022947817 0.00020652602 8.2609218e-07 1.2391175e-09 0.015196354 0.0046779012 0.00072946271 5.9884742e-05 -0.00068305958 0.58238031 0.072356537 0.0033712671 6.9834932e-05 5.4956905e-07 0.31301258 0.01735115 0.0069651672 0.0027275018 0.0016363013 7.4503007 0.99955384 0.00037229818 6.5480804e-05 7.3203798e-06 1.0625328e-06 
0.717 -92.712782 0.00042188888 0.99732577 0.99793709 10.214096 132.13347 0.00019501312 0.90449948 0.00049312545 0.16801557 0.9880228 0.95618045 0.022947647 0.00020652279 8.2607111e-07 1.2390744e-09 0.015196108 0.0046777311 0.00072936519 5.9868548e-05 -0.00068306 0.58317347 0.072455046 0.0033758548 6.9929813e-05 5.5028089e-07 0.31219516 0.017303391 0.0069471374 0.0027197766 0.0016308905 7.4500537 0.99955385 0.00037229673 6.5474695e-05 7.3191406e-06 1.0623334e-06 
0.718 -92.711423 0.00042198411 0.99732581 0.99793753 10.214112 132.13348 0.00019471587 0.90465282 0.00048888341 0.16778396 0.98800418 0.95617893 0.022949642 0.000206559 8.2628731e-07 1.2395067e-09 0.015195462 0.0046778658 0.00072937172 5.986559e-05 -0.00068305994 0.58395525 0.072561087 0.0033812103 7.0049239e-05 5.5125385e-07 0.31137155 0.017262276 0.0069302596 0.0027128547 0.0016261215 7.4498072 0.99955381 0.00037233262 6.5473244e-05 7.3179287e-06 1.062198e-06 
0.719 -92.711186 0.00042200163 0.99732549 0.99793789 10.214128 132.13348 0.00019442211 0.90480534 0.00048469877 0.16755361 0.98798557 0.95617859 0.02295044 0.00020657343 8.263739e-07 1.2396797e-09 0.015194891 0.0046779036 0.00072942806 5.9871952e-05 -0.00068305975 0.58474177 0.072660445 0.0033859155 7.0148182e-05 5.5201495e-07 0.31055659 0.017215125 0.0069126438 0.0027061695 0.0016218478 7.4495613 0.9995538 0.00037234124 6.5475393e-05 7.3168536e-06 1.0620776e-06 
0.72 -92.710432 0.00042205976 0.99732511 0.99793817 10.214144 132.13348 0.00019411192 0.90495741 0.00048056804 0.16732404 0.98796695 0.9561774 0.022952036 0.00020660241 8.2654774e-07 1.2400276e-09 0.015194273 0.0046780227 0.00072947879 5.9878706e-05 -0.00068305949 0.58552267 0.072763039 0.003390955 7.0257849e-05 5.5288928e-07 0.30973792 0.017173334 0.0068952641 0.0026995918 0.0016176231 7.4493157 0.99955378 0.00037236704 6.547799e-05 7.315892e-06 1.0619778e-06 
0.721 -92.714274 0.00042178279 0.9973257 0.99793851 10.21416 132.13348 0.0001937997 0.9051091 0.0004764949 0.16709513 0.98794834 0.95618385 0.022946131 0.00020649479 8.2590255e-07 1.2387359e-09 0.01519486 0.0046771574 0.0007293342 5.9868617e-05 -0.00068306014 0.58633127 0.072837705 0.0033932313 7.0280001e-05 5.5284368e-07 0.30894053 0.017120696 0.0068729321 0.0026913435 0.001612664 7.4490708 0.99955389 0.00037226213 6.54746e-05 7.3151096e-06 1.0617255e-06 
0.722 -92.715379 0.00042170027 0.99732678 0.99793891 10.214176 132.13349 0.00019349017 0.90526047 0.00047247541 0.16686675 0.98792972 0.95618712 0.022943372 0.00020644441 8.2559893e-07 1.2381278e-09 0.015195188 0.0046766072 0.00072911972 5.9844009e-05 -0.00068306089 0.58712043 0.072927809 0.0033970591 7.0351516e-05 5.5331339e-07 0.30813509 0.017076626 0.0068532998 0.0026829833 0.0016070074 7.4488264 0.99955394 0.00037222281 6.546613e-05 7.3142262e-06 1.0614883e-06 
0.723 -92.715706 0.00042168024 0.9973274 0.99793929 10.214192 132.13349 0.00019317484 0.90541159 0.00046851044 0.16663893 0.9879111 0.95618796 0.022943007 0.00020643765 8.2555674e-07 1.2380424e-09 0.015195025 0.0046764259 0.00072901797 5.9828116e-05 -0.00068306132 0.58790124 0.073023039 0.0034014128 7.0439872e-05 5.5396208e-07 0.30733274 0.017029333 0.0068352945 0.002675402 0.0016017483 7.4485826 0.99955395 0.00037221684 6.5460641e-05 7.313263e-06 1.0613232e-06 
0.724 -92.717858 0.00042152556 0.99732814 0.99793969 10.214208 132.13349 0.00019285398 0.90556261 0.00046459971 0.16641142 0.98789249 0.95619176 0.022939723 0.00020637775 8.2519674e-07 1.2373212e-09 0.015195255 0.004675884 0.00072888638 5.9812794e-05 -0.00068306193 0.58869199 0.073106707 0.003404632 7.0492402e-05 5.5423629e-07 0.30653415 0.016984076 0.0068146517 0.0026674314 0.0015965225 7.4483394 0.99955401 0.00037215779 6.5454949e-05 7.3123433e-06 1.0611064e-06 
0.725 -92.719482 0.00042140556 0.99732928 0.99794014 10.214224 132.13349 0.00019252628 0.90571366 0.00046074118 0.16618396 0.98787386 0.95619554 0.022936487 0.00020631872 8.2484134e-07 1.2366095e-09 0.015195615 0.0046752795 0.00072867593 5.9788305e-05 -0.00068306272 0.58947738 0.073192899 0.0034081175 7.0553523e-05 5.5459951e-07 0.30574142 0.016935219 0.0067951092 0.0026590729 0.0015908719 7.4480967 0.99955407 0.00037210779 6.544585e-05 7.3113789e-06 1.0608536e-06 
0.726 -92.718986 0.00042144017 0.99732982 0.99794056 10.21424 132.1335 0.00019220912 0.90586473 0.00045693357 0.16595637 0.98785523 0.95619569 0.022936806 0.00020632439 8.2487384e-07 1.2366737e-09 0.015195332 0.0046751811 0.00072859272 5.9774168e-05 -0.00068306303 0.59024676 0.073291515 0.0034128526 7.0654409e-05 5.5538225e-07 0.3049399 0.016893944 0.0067776213 0.0026516934 0.0015857166 7.4478545 0.99955407 0.00037211638 6.5440612e-05 7.3103291e-06 1.0606915e-06 
0.727 -92.716097 0.00042164736 0.9973292 0.99794084 10.214255 132.1335 0.00019193531 0.9060147 0.00045317879 0.16572989 0.98783661 0.95619121 0.022941638 0.00020641226 8.2540001e-07 1.2377261e-09 0.015194189 0.0046757451 0.00072872516 5.9783984e-05 -0.00068306249 0.59099768 0.0734043 0.0034190143 7.080071e-05 5.5664662e-07 0.30413627 0.016851509 0.0067635074 0.0026458794 0.0015816838 7.4476129 0.99955399 0.00037219699 6.5444034e-05 7.3093032e-06 1.0606697e-06 
0.728 -92.717555 0.00042154731 0.99732888 0.99794107 10.214271 132.1335 0.00019169006 0.90616313 0.00044947369 0.16550536 0.98781799 0.95619309 0.022940176 0.00020638557 8.2524082e-07 1.2374075e-09 0.015193976 0.0046755132 0.00072876251 5.9792497e-05 -0.00068306241 0.59177451 0.073491497 0.0034226429 7.0866801e-05 5.5707104e-07 0.30334266 0.016807691 0.0067440146 0.0026391175 0.0015776461 7.4473717 0.99955402 0.00037216475 6.5446963e-05 7.3085221e-06 1.0605446e-06 
0.729 -92.719859 0.00042137659 0.99732961 0.99794138 10.214287 132.1335 0.00019146955 0.9063091 0.00044581933 0.16528397 0.98779939 0.95619792 0.022935832 0.00020630642 8.2476609e-07 1.2364577e-09 0.015194462 0.0046748036 0.00072859221 5.9778336e-05 -0.00068306302 0.59255563 0.073572221 0.0034256438 7.091314e-05 5.5728505e-07 0.3025603 0.016758399 0.006723875 0.0026310641 0.0015726014 7.4471309 0.9995541 0.0003720946 6.5442024e-05 7.3078185e-06 1.060315e-06 
0.73 -92.721273 0.00042127981 0.99733043 0.99794172 10.214302 132.13351 0.00019125329 0.90645258 0.00044221423 0.16506581 0.98778081 0.9562005 0.022933722 0.00020626788 8.2453367e-07 1.2359919e-09 0.015194633 0.0046743871 0.00072843467 5.9759058e-05 -0.00068306364 0.59332737 0.073659078 0.0034292702 7.0979463e-05 5.5770815e-07 0.30177375 0.016715046 0.0067045561 0.002623261 0.0015673297 7.4468906 0.99955414 0.00037205944 6.5435549e-05 7.3070265e-06 1.0601249e-06 
0.731 -92.718878 0.00042144807 0.99733055 0.997942 10.214318 132.13351 0.00019103653 0.90659364 0.0004386571 0.16485079 0.98776225 0.95619767 0.022936908 0.00020632576 8.2487915e-07 1.2366826e-09 0.01519395 0.0046746695 0.00072842608 5.9752319e-05 -0.00068306357 0.59407295 0.07376752 0.003435058 7.1114456e-05 5.5885379e-07 0.3009823 0.016672501 0.0066899667 0.002616641 0.0015626026 7.4466505 0.99955408 0.00037211982 6.5433282e-05 7.3061482e-06 1.060052e-06 
0.732 -92.719572 0.00042140152 0.99733022 0.99794221 10.214333 132.13351 0.00019078124 0.90673306 0.00043514749 0.1646381 0.98774371 0.95619823 0.022936721 0.00020632228 8.2485858e-07 1.236641e-09 0.015193547 0.0046746267 0.00072848948 5.9759526e-05 -0.00068306345 0.59483602 0.073857954 0.0034390677 7.119321e-05 5.594138e-07 0.30019589 0.016630267 0.0066715506 0.0026101571 0.0015585474 7.4464109 0.99955409 0.00037210745 6.5435869e-05 7.3054159e-06 1.0599721e-06 
0.733 -92.722062 0.00042122511 0.99733073 0.99794246 10.214349 132.13351 0.00019048528 0.90687177 0.00043168591 0.16442637 0.98772517 0.95620251 0.022932896 0.00020625259 8.2444082e-07 1.2358051e-09 0.015193904 0.0046740235 0.00072836979 5.9750524e-05 -0.00068306393 0.59560858 0.073937262 0.0034419866 7.1237526e-05 5.5961077e-07 0.29942243 0.016581267 0.0066516176 0.0026024853 0.0015537771 7.4461717 0.99955416 0.0003720414 6.54326e-05 7.3047933e-06 1.0597814e-06 
0.734 -92.723674 0.00042110984 0.99733167 0.99794277 10.214364 132.13352 0.00019019209 0.90701019 0.00042827038 0.16421471 0.98770663 0.95620605 0.022929799 0.00020619613 8.2410131e-07 1.2351255e-09 0.015194269 0.0046734707 0.000728184 5.9729724e-05 -0.00068306462 0.59637368 0.074021104 0.0034453709 7.1296739e-05 5.5996231e-07 0.29864584 0.016538165 0.0066321684 0.0025945327 0.0015484874 7.4459331 0.99955422 0.00037199253 6.5425344e-05 7.3041078e-06 1.0595784e-06 
0.735 -92.725997 0.00042094447 0.99733274 0.99794313 10.214379 132.13352 0.00018990509 0.90714818 0.00042490084 0.16400344 0.98768809 0.95621015 0.022926184 0.00020613025 8.2370503e-07 1.234332e-09 0.015194678 0.0046728663 0.0007279917 5.9706292e-05 -0.00068306545 0.59714088 0.074100704 0.0034483485 7.1343208e-05 5.6018064e-07 0.29787753 0.016489747 0.0066125293 0.0025864881 0.0015430787 7.445695 0.99955429 0.00037193012 6.541699e-05 7.3033553e-06 1.059363e-06 
0.736 -92.727048 0.00042086266 0.9973339 0.99794354 10.214394 132.13352 0.00018963515 0.90728539 0.00042157654 0.16379292 0.98766956 0.95621326 0.022923555 0.00020608229 8.2341598e-07 1.2337533e-09 0.015194983 0.004672355 0.00072779069 5.9680711e-05 -0.00068306622 0.59789857 0.07418661 0.003451968 7.1410171e-05 5.6061395e-07 0.2971047 0.016447651 0.0065937066 0.0025784692 0.0015375583 7.4454574 0.99955434 0.00037189102 6.54075e-05 7.3025095e-06 1.0591442e-06 
0.737 -92.726604 0.00042089342 0.99733438 0.99794391 10.21441 132.13352 0.00018936883 0.90742154 0.00041829622 0.16358354 0.98765103 0.95621315 0.022924084 0.00020609181 8.2347152e-07 1.2338635e-09 0.015194681 0.0046723061 0.00072772564 5.9668241e-05 -0.0006830665 0.59864365 0.074281891 0.0034565329 7.1507221e-05 5.6136547e-07 0.29633256 0.016403201 0.0065772341 0.0025714287 0.0015326347 7.4452202 0.99955434 0.00037190089 6.5402726e-05 7.3015824e-06 1.0590103e-06 
0.738 -92.728714 0.00042074832 0.99733482 0.99794426 10.214425 132.13353 0.00018907943 0.90755737 0.00041506077 0.16337474 0.98763251 0.95621625 0.022921447 0.00020604375 8.231831e-07 1.2332862e-09 0.015194769 0.0046718853 0.0007276516 5.9659911e-05 -0.00068306691 0.59940238 0.07436236 0.0034596406 7.1558256e-05 5.6163697e-07 0.29556504 0.016359962 0.0065576262 0.0025641397 0.0015279323 7.4449835 0.99955439 0.00037184995 6.5399333e-05 7.3007328e-06 1.0588319e-06 
0.739 -92.729672 0.00042067643 0.99733578 0.99794467 10.21444 132.13353 0.00018880904 0.90769244 0.00041187128 0.16316665 0.98761401 0.95621931 0.022918871 0.00020599678 8.2290063e-07 1.2327212e-09 0.015195055 0.0046713706 0.00072746785 5.9639506e-05 -0.00068306753 0.60015197 0.074448208 0.0034633018 7.1627001e-05 5.6209261e-07 0.29480292 0.016313942 0.0065396375 0.0025563307 0.0015227048 7.4447475 0.99955444 0.00037181468 6.5391585e-05 7.2998636e-06 1.0586067e-06 
0.74 -92.72905 0.00042071847 0.99733624 0.99794505 10.214455 132.13353 0.00018851262 0.90782723 0.00040872279 0.16295895 0.98759549 0.95621928 0.022919317 0.00020600478 8.2294718e-07 1.2328137e-09 0.015194783 0.0046712973 0.00072739408 5.962722e-05 -0.00068306779 0.60088917 0.074543516 0.0034679146 7.1726008e-05 5.628672e-07 0.2940335 0.016274617 0.0065230037 0.0025493387 0.0015178621 7.4445119 0.99955443 0.00037182599 6.5387061e-05 7.2989211e-06 1.0584626e-06 
0.741 -92.729255 0.00042070954 0.99733602 0.99794534 10.21447 132.13354 0.00018818808 0.90796262 0.00040561649 0.16275067 0.98757697 0.95621867 0.022920317 0.00020602287 8.2305512e-07 1.2330286e-09 0.015194234 0.0046713898 0.00072744627 5.9630614e-05 -0.00068306771 0.60162844 0.074634819 0.0034721429 7.1812973e-05 5.635195e-07 0.29327059 0.01622978 0.0065062217 0.002543085 0.0015137436 7.4442767 0.99955442 0.00037183317 6.5388289e-05 7.2980341e-06 1.0583787e-06 
0.742 -92.731813 0.00042052707 0.99733662 0.99794567 10.214485 132.13354 0.00018786623 0.90809873 0.00040255191 0.16254147 0.98755844 0.95622325 0.02291621 0.00020594811 8.2260723e-07 1.2321331e-09 0.015194625 0.0046707421 0.00072731554 5.961993e-05 -0.00068306824 0.60238212 0.074710787 0.0034748613 7.1852243e-05 5.6367085e-07 0.29251376 0.01618647 0.0064862301 0.0025355283 0.0015090248 7.4440422 0.9995545 0.00037176285 6.5384205e-05 7.2972794e-06 1.058162e-06 
0.743 -92.730508 0.00042061647 0.99733708 0.997946 10.2145 132.13354 0.00018756332 0.90823515 0.00039953002 0.16233181 0.98753991 0.95622264 0.022917202 0.00020596603 8.2271324e-07 1.2323448e-09 0.015194349 0.0046707113 0.00072722681 5.9607222e-05 -0.00068306843 0.60310817 0.074809205 0.0034798277 7.1962882e-05 5.6456956e-07 0.29175373 0.01614395 0.0064709588 0.0025286065 0.0015042258 7.4438083 0.99955448 0.00037178906 6.5379748e-05 7.2964289e-06 1.0580277e-06 
0.744 -92.732355 0.00042049361 0.99733709 0.99794627 10.214514 132.13354 0.00018728335 0.90837154 0.00039654708 0.1621222 0.98752137 0.95622423 0.022916019 0.00020594444 8.2258358e-07 1.2320846e-09 0.015194144 0.0046705325 0.00072723169 5.9606667e-05 -0.00068306862 0.60385162 0.074890113 0.0034830649 7.2018861e-05 5.6489921e-07 0.29099788 0.016101839 0.0064520967 0.0025220134 0.0014999972 7.4435747 0.99955451 0.00037175553 6.5379793e-05 7.2956501e-06 1.0579122e-06 
0.745 -92.732528 0.00042047497 0.9973378 0.9979466 10.214529 132.13355 0.00018702467 0.90850725 0.00039360466 0.16191364 0.98750284 0.95622639 0.022914282 0.00020591275 8.2239304e-07 1.2317039e-09 0.015194315 0.0046701313 0.00072708289 5.9591293e-05 -0.00068306904 0.60458395 0.074978702 0.0034870807 7.2099643e-05 5.654864e-07 0.29024637 0.016057515 0.0064352225 0.0025146001 0.0014950994 7.4433417 0.99955454 0.00037173732 6.5374013e-05 7.2948981e-06 1.0577228e-06 
0.746 -92.733214 0.00042041956 0.99733822 0.9979469 10.214544 132.13355 0.00018678081 0.90864197 0.00039070262 0.16170657 0.98748432 0.95622804 0.022913046 0.00020589018 8.2225701e-07 1.2314314e-09 0.015194264 0.0046698783 0.00072700845 5.9581139e-05 -0.00068306938 0.60531696 0.075064273 0.0034908119 7.2171562e-05 5.6598277e-07 0.2894937 0.016017201 0.006417423 0.0025076245 0.0014904688 7.4431091 0.99955456 0.00037171472 6.5370502e-05 7.2941215e-06 1.0575771e-06 
0.747 -92.733944 0.00042036901 0.99733855 0.99794719 10.214558 132.13355 0.00018653582 0.90877563 0.00038783937 0.16150114 0.98746582 0.95622949 0.022911996 0.00020587101 8.2214156e-07 1.2312001e-09 0.015194178 0.0046696509 0.00072694909 5.9573577e-05 -0.00068306964 0.60604753 0.075149929 0.0034945652 7.2244316e-05 5.6648901e-07 0.28874696 0.015972463 0.0064002339 0.0025007591 0.0014859548 7.442877 0.99955459 0.00037169529 6.5367769e-05 7.2933633e-06 1.0574386e-06 
0.748 -92.733849 0.00042038528 0.99733868 0.99794746 10.214573 132.13356 0.00018627923 0.90890846 0.00038501428 0.16129707 0.98744731 0.95622924 0.022912606 0.000205882 8.2220663e-07 1.2313297e-09 0.015193854 0.0046696334 0.00072692428 5.9569275e-05 -0.00068306972 0.60676958 0.075241226 0.0034988923 7.2335367e-05 5.6718791e-07 0.28799563 0.015933491 0.0063836588 0.0024942352 0.0014815904 7.4426453 0.99955458 0.00037170554 6.5366242e-05 7.2926102e-06 1.0573353e-06 
0.749 -92.737692 0.00042010555 0.99733977 0.9979478 10.214588 132.13356 0.00018599044 0.90904113 0.00038222737 0.16109352 0.98742881 0.95623616 0.022906185 0.00020576519 8.2150688e-07 1.2299311e-09 0.015194666 0.0046686763 0.00072670782 5.9548751e-05 -0.00068307064 0.60751748 0.075306733 0.0035006721 7.2345908e-05 5.6704266e-07 0.28726266 0.015884917 0.0063630714 0.0024862069 0.0014765523 7.4424141 0.9995547 0.00037159542 6.5358675e-05 7.2919488e-06 1.057073e-06 
